title,score,score_phrase,platform,genre,release_year,release_month,release_day
Midnight Club: Street Racing,4.5,Bad,Game Boy Advance,Racing,2001,11,20
MindHabits,4.5,Bad,PC,Productivity,2009,1,20
Monopoly Party,4.5,Bad,Xbox,Board,2002,10,15
Monopoly Party,4.5,Bad,PlayStation 2,Board,2002,11,25
Monster Bomber,4.5,Bad,Nintendo DS,"Puzzle, Action",2006,12,4
Monster Mayhem: Build and Battle,4.5,Bad,Wii,Action,2009,10,2
Motionsports,4.5,Bad,Xbox 360,Sports,2010,11,5
Murakumo: Renegade Mech Pursuit,4.5,Bad,Xbox,Action,2003,3,6
My Horse & Me,4.5,Bad,Wii,Simulation,2008,3,20
Mystery of the Druids,4.5,Bad,PC,Adventure,2001,11,6
NASCAR Revolution,4.5,Bad,PC,Racing,1999,3,18
NASCAR The Game 2011,4.5,Bad,Wii,Racing,2011,5,24
NBA In The Zone 2000,4.5,Bad,PlayStation,Sports,2000,2,18
NCIS: The Game,4.5,Bad,PlayStation 3,Adventure,2011,11,14
NFL Tour,4.5,Bad,PlayStation 3,"Sports, Action",2008,1,10
Nano Breaker,4.5,Bad,PlayStation 2,Action,2005,2,15
Napoleon Dynamite: The Game,4.5,Bad,PlayStation Portable,Action,2007,12,17
Naughty Bear,4.5,Bad,iPhone,"Action, Adventure",2010,9,27
Naval Assault: The Killing Tide,4.5,Bad,Xbox 360,Strategy,2010,7,2
Necromania: Traps of Darkness,4.5,Bad,PC,Action,2005,6,16
Next Life,4.5,Bad,PC,Adventure,2007,12,12
Offshore Tycoon,4.5,Bad,Wii,Strategy,2009,5,12
One Piece: Pirates' Carnival,4.5,Bad,PlayStation 2,Party,2006,9,20
One Piece: Pirates' Carnival,4.5,Bad,GameCube,Party,2006,9,20
Original War,4.5,Bad,PC,Strategy,2002,1,22
Orphen: Scion of Sorcery,4.5,Bad,PlayStation 2,"Action, Adventure",2000,10,23
PBA Tour Bowling 2,4.5,Bad,PC,Sports,2000,3,23
Pac-Man Fever,4.5,Bad,PlayStation 2,Party,2002,9,4
Pass the Pigs,4.5,Bad,Nintendo DS,Action,2008,12,1
Pirates vs. Ninjas Dodgeball,4.5,Bad,Xbox 360,Sports,2008,9,3
Pocketbike Racer,4.5,Bad,Xbox 360,Racing,2006,11,17
Power Rangers: DinoThunder,4.5,Bad,PlayStation 2,Action,2004,10,4
Power Rangers: DinoThunder,4.5,Bad,GameCube,Action,2004,10,4
Prince of Persia: The Forgotten Sands,4.5,Bad,Nintendo DS,Action,2010,5,18
Princess Natasha: Student~Secret Agent~Princess,4.5,Bad,Game Boy Advance,Action,2007,1,11
Princess Natasha: Student~Secret Agent~Princess,4.5,Bad,Nintendo DS,Action,2007,1,18
Professional Fisherman's Tour: Northern Hemisphere,4.5,Bad,Nintendo DS,Hunting,2007,10,9
Quantum of Solace,4.5,Bad,Wii,Shooter,2008,11,4
R-Type III: The Third Lightning,4.5,Bad,Game Boy Advance,Shooter,2004,4,2
R.I.P.D.: The Game,4.5,Bad,PC,Action,2013,7,23
RBI Baseball 14,4.5,Bad,PlayStation 3,Baseball,2014,4,15
Racquet Sports,4.5,Bad,PlayStation 3,Sports,2010,9,1
Randal's Monday,4.5,Bad,PC,Adventure,2014,12,1
Rapala Tournament Fishing,4.5,Bad,Xbox 360,Hunting,2007,5,7
Ratatouille: Food Frenzy,4.5,Bad,Nintendo DS,Puzzle,2007,11,27
Raving Rabbids: Travel in Time 3D,4.5,Bad,Nintendo 3DS,Platformer,2011,4,21
Razor Freestyle Scooter,4.5,Bad,PlayStation,Action,2000,12,13
Real Pool,4.5,Bad,PlayStation 2,Sports,2000,11,14
Real Soccer 2008,4.5,Bad,Nintendo DS,Sports,2008,5,2
Renegade Racers,4.5,Bad,PlayStation,Racing,2000,3,16
Resident Evil Archives: Resident Evil Zero,4.5,Bad,Wii,"Action, Adventure",2009,12,11
Robots,4.5,Bad,Game Boy Advance,Action,2005,3,2
Robots,4.5,Bad,Nintendo DS,Platformer,2005,3,2
Rock-n-Roll Domo,4.5,Bad,Nintendo DSi,Music,2009,10,21
Rosco McQueen: Firefighter Extreme,4.5,Bad,PlayStation,Action,1998,11,2
Runabout 2,4.5,Bad,PlayStation,Action,2000,11,14
SD Gundam Force: Showdown!,4.5,Bad,PlayStation 2,Action,2004,10,13
SOCOM: Confrontation,4.5,Bad,PlayStation 3,Shooter,2008,10,30
SSX 3,4.5,Bad,Game Boy Advance,Sports,2003,11,25
SWAT: Target Liberty,4.5,Bad,PlayStation Portable,Shooter,2007,10,18
Sam & Max: Beyond Time and Space,4.5,Bad,PlayStation 3,"Adventure, Compilation",2011,10,26
Samurai Jack: Samurai Showdown,4.5,Bad,Wireless,Action,2003,11,18
Saw II: Flesh & Blood,4.5,Bad,PlayStation 3,Action,2010,10,19
Saw II: Flesh & Blood,4.5,Bad,Xbox 360,Action,2010,10,26
Scramble,4.5,Bad,Xbox 360,Shooter,2006,9,13
Sea Life Safari,4.5,Bad,Xbox 360,Simulation,2008,6,16
Secret Service,4.5,Bad,Xbox 360,Shooter,2008,12,8
Secret Service,4.5,Bad,PC,Shooter,2008,12,8
Sengoku Basara: Samurai Heroes,4.5,Bad,Wii,Action,2010,10,12
Sengoku Basara: Samurai Heroes,4.5,Bad,PlayStation 3,Action,2010,10,12
Shadow Harvest: Phantom Ops,4.5,Bad,PC,Shooter,2011,4,21
Shinobido 2: Revenge of Zen,4.5,Bad,PlayStation Vita,Action,2012,2,21
Shoot Many Robots,4.5,Bad,Xbox 360,Shooter,2012,3,14
Shoot Many Robots,4.5,Bad,PlayStation 3,Shooter,2012,3,14
Shrek SuperSlam,4.5,Bad,Nintendo DS,Party,2006,2,17
Silent Debuggers,4.5,Bad,Wii,Shooter,2007,7,20
Silent Hill: Downpour,4.5,Bad,Xbox 360,Adventure,2012,3,14
Silent Hill: Downpour,4.5,Bad,PlayStation 3,Adventure,2012,3,11
Six Flags Fun Park,4.5,Bad,Wii,Action,2009,4,14
Sniper: Ghost Warrior,4.5,Bad,PlayStation 3,Shooter,2011,6,29
Snood 2: On Vacation,4.5,Bad,Nintendo DS,Puzzle,2005,12,7
Soccer,4.5,Bad,Wii,Sports,2006,12,7
Soldier of Fortune (Gold Edition),4.5,Bad,PlayStation 2,Shooter,2001,11,14
Sonic Unleashed,4.5,Bad,Xbox 360,Action,2008,12,2
Sonic Unleashed,4.5,Bad,PlayStation 3,Action,2008,12,12
South Park,4.5,Bad,PC,Action,1999,3,12
Space Harrier,4.5,Bad,Wii,Shooter,2008,11,3
Space Harrier,4.5,Bad,Master System,Shooter,2008,11,3
SpaceStationSim,4.5,Bad,PC,Simulation,2007,3,20
Spare Parts,4.5,Bad,PlayStation 3,"Action, Adventure",2011,1,25
Spare Parts,4.5,Bad,Xbox 360,"Action, Adventure",2011,1,25
Special Forces: Team X,4.5,Bad,PC,Shooter,2013,2,15
Special Forces: Team X,4.5,Bad,Xbox 360,Shooter,2013,2,15
Spelling Challenges and More!,4.5,Bad,PlayStation Portable,"Educational, Trivia",2007,12,17
Spider-Man 2,4.5,Bad,PC,Action,2004,7,7
Spider-Man: Battle for New York,4.5,Bad,Game Boy Advance,Action,2006,12,1
Spider-Man: Edge of Time,4.5,Bad,Xbox 360,Action,2011,10,6
Spider-Man: Edge of Time,4.5,Bad,PlayStation 3,Action,2011,10,6
Splatterhouse [1988],4.5,Bad,iPhone,Action,2010,11,18
SpongeBob SquarePants: Creature from the Krusty Krab,4.5,Bad,Wii,Action,2008,1,8
SpongeBob Squarepants: Creature from the Krusty Krab,4.5,Bad,Wireless,Action,2007,1,30
Spy vs. Spy,4.5,Bad,Xbox,Action,2005,5,6
Spyglass Board Games,4.5,Bad,Xbox 360,Board,2007,8,1
Star Wars: Episode III: Revenge of the Sith,4.5,Bad,Xbox,Action,2005,5,6
Star Wars: Episode III: Revenge of the Sith,4.5,Bad,PlayStation 2,Action,2005,5,6
Star Wars: Lethal Alliance,4.5,Bad,Nintendo DS,Action,2006,12,13
Star Wars: The Clone Wars -- Republic Heroes,4.5,Bad,PlayStation Portable,Action,2009,10,6
Star X,4.5,Bad,Game Boy Advance,Action,2002,4,18
StarDrive,4.5,Bad,PC,Strategy,2013,5,13
Streak: Hoverboard Racing,4.5,Bad,PlayStation,Racing,1998,12,8
Sudoku Challenge!,4.5,Bad,Wii,Puzzle,2008,12,17
Summer Games II,4.5,Bad,Commodore 64/128,Sports,2009,3,17
Summer Games II,4.5,Bad,Wii,Sports,2009,3,17
Super Monkey Ball,4.5,Bad,iPhone,Action,2008,7,11
Super PickUps,4.5,Bad,PlayStation 2,Racing,2007,10,19
SuperPower 2,4.5,Bad,PC,Strategy,2004,11,2
Superman: Countdown to Apokolips,4.5,Bad,Game Boy Advance,Action,2003,4,3
Supreme Commander,4.5,Bad,Xbox 360,Strategy,2008,6,25
Survivor,4.5,Bad,Nintendo DSi,Adventure,2011,1,28
TNA Impact!,4.5,Bad,Wii,Wrestling,2008,9,16
Test Drive Off-Road 2,4.5,Bad,PC,Racing,1999,1,14
The Amazing Spider-Man 2,4.5,Bad,iPhone,Action,2014,5,5
The Ant Bully,4.5,Bad,Game Boy Advance,Action,2006,8,17
The Ant Bully,4.5,Bad,Wii,Action,2007,1,19
The Castle Doctrine,4.5,Bad,PC,Strategy,2014,2,4
The Cheetah Girls: Pop Star Sensations,4.5,Bad,Nintendo DS,Action,2007,10,26
The Chosen-- Well of Souls,4.5,Bad,PC,"Action, RPG",2007,10,5
The Chronicles of Narnia: Prince Caspian,4.5,Bad,Wireless,Action,2008,6,17
The Da Vinci Code,4.5,Bad,PC,Action,2006,5,23
The Dukes of Hazzard II: Daisy Dukes It Out,4.5,Bad,PlayStation,Racing,2000,12,21
The Dukes of Hazzard: Return of the General Lee,4.5,Bad,PlayStation 2,"Racing, Action",2004,10,5
The Dukes of Hazzard: Return of the General Lee,4.5,Bad,Xbox,"Racing, Action",2004,10,5
The Golden Compass,4.5,Bad,Wireless,Action,2007,12,7
The Guild 2: Venice,4.5,Bad,PC,Simulation,2008,10,31
The History Channel: Battle For the Pacific,4.5,Bad,Xbox 360,Shooter,2007,12,21
The History Channel: Battle For the Pacific,4.5,Bad,PlayStation 3,Shooter,2008,2,21
The Legend of Spyro: A New Beginning,4.5,Bad,Game Boy Advance,Platformer,2007,1,19
The Monkey King: The Legend Begins,4.5,Bad,Wii,Shooter,2008,12,4
The Mummy: Tomb of the Dragon Emperor,4.5,Bad,Nintendo DS,Adventure,2008,8,19
The Price Is Right (2008),4.5,Bad,Wii,Trivia,2008,9,25
The Sims 2: Apartment Pets,4.5,Bad,Nintendo DS,Simulation,2008,10,3
The Sims 3: Supernatural,4.5,Bad,PC,Simulation,2012,9,19
The Sopranos: Road to Respect,4.5,Bad,PlayStation 2,Action,2006,11,21
The Sopranos: Road to Respect (Limited Edition),4.5,Bad,PlayStation 2,Action,2006,11,21
The Walking Dead: Survival Instinct,4.5,Bad,PlayStation 3,Shooter,2013,3,21
The Walking Dead: Survival Instinct,4.5,Bad,Xbox 360,Shooter,2013,3,21
The Walking Dead: Survival Instinct,4.5,Bad,PC,Shooter,2013,3,21
The Walking Dead: Survival Instinct,4.5,Bad,Wii U,Shooter,2013,3,21
The Witcher Battle Arena,4.5,Bad,iPhone,Strategy,2015,1,28
Thrillville: Off the Rails,4.5,Bad,Nintendo DS,Simulation,2007,10,18
Tiny Brains,4.5,Bad,PlayStation 3,Puzzle,2013,12,4
Tiny Brains,4.5,Bad,PlayStation 4,Puzzle,2013,12,4
Tiny Brains,4.5,Bad,PC,Puzzle,2013,12,4
Tokyo Xtreme Racer DRIFT,4.5,Bad,PlayStation 2,Racing,2006,5,31
Tom Clancy's Ghost Recon,4.5,Bad,GameCube,Shooter,2003,2,18
Tom Clancy's Rainbow Six: Rogue Spear,4.5,Bad,PlayStation,Action,2001,4,9
Tom and Jerry Tales,4.5,Bad,Game Boy Advance,Action,2006,11,14
Tony Hawk's Motion Featuring Hue Pixel Painter,4.5,Bad,Nintendo DS,Sports,2008,11,21
Top Gun,4.5,Bad,PlayStation 3,"Flight, Action",2010,8,18
True Crime: New York City,4.5,Bad,Wireless,Action,2007,5,3
Turok,4.5,Bad,Wireless,Action,2008,2,28
Tweety and the Magic Gems,4.5,Bad,Game Boy Advance,Puzzle,2001,7,30
Twisted Metal: Small Brawl,4.5,Bad,PlayStation,Action,2001,11,28
UFC Personal Trainer: The Ultimate Fitness System,4.5,Bad,PlayStation 3,Sports,2011,7,1
Ultimate Mortal Kombat 3,4.5,Bad,iPhone,Fighting,2010,12,18
Underwater Attack,4.5,Bad,Nintendo DS,Shooter,2008,8,11
Uno / Skip-Bo / Uno Freefall,4.5,Bad,Nintendo DS,"Card, Compilation",2007,1,11
Urban Chaos,4.5,Bad,PlayStation,"Action, Adventure",2000,5,3
Valhalla Knights: Eldar Saga,4.5,Bad,Wii,RPG,2009,11,24
Vanishing Point,4.5,Bad,PlayStation,Racing,2001,3,5
Victorious Boxers: Revolution,4.5,Bad,Wii,Sports,2007,11,15
WALL-E,4.5,Bad,Xbox 360,"Action, Adventure",2008,7,2
WALL-E,4.5,Bad,PlayStation 3,"Action, Adventure",2008,7,1
WTA Tour Tennis,4.5,Bad,PlayStation 2,Sports,2002,7,29
WWII Aces,4.5,Bad,Wii,"Flight, Simulation",2008,5,6
"Warhammer 40,000: Squad Command",4.5,Bad,Nintendo DS,Strategy,2007,12,18
Warriors Orochi 2,4.5,Bad,PlayStation 2,Action,2008,9,25
Winter Sports 2: The Next Challenge,4.5,Bad,Xbox 360,Sports,2008,12,18
Winx Club: The Quest for the Codex,4.5,Bad,Game Boy Advance,Action,2006,11,22
Woody Woodpecker Racing,4.5,Bad,PC,Racing,2001,2,12
Word Searcher,4.5,Bad,Wii,"Puzzle, Word Game",2009,10,14
World Racing 2,4.5,Bad,Xbox,Racing,2006,12,4
World of Outlaws: Sprint Cars,4.5,Bad,Xbox 360,Racing,2010,2,17
X-Men Origins: Wolverine,4.5,Bad,PlayStation 2,Action,2009,5,4
Yu-Gi-Oh! 5D's Decade Duels,4.5,Bad,Xbox 360,Strategy,2010,11,17
Zapper: One Wicked Cricket,4.5,Bad,GameCube,Platformer,2003,2,6
Alien Rage,4.4,Bad,PC,Shooter,2013,10,2
Army Men II,4.4,Bad,PC,Action,1999,4,5
Beavis and Butt-Head: Bunghole in One,4.4,Bad,PC,Sports,1999,2,1
Blaze & Blade: Eternal Quest,4.4,Bad,PC,RPG,2000,2,16
Cabela's Alaskan Adventures,4.4,Bad,PlayStation 2,Hunting,2006,10,6
Cesar Millan's The Dog Whisperer,4.4,Bad,Nintendo DS,Simulation,2008,11,14
Galerians: Ash,4.4,Bad,PlayStation 2,Adventure,2003,2,4
Ghostbusters,4.4,Bad,PC,Action,2016,7,16
Justice League Heroes,4.4,Bad,Nintendo DS,Action,2006,11,8
Pocket Racers,4.4,Bad,PlayStation Portable,Racing,2006,12,8
Reel Fishing Challenge,4.4,Bad,Wii,Hunting,2009,7,8
Secret Service: Security Breach,4.4,Bad,PC,Shooter,2004,2,9
Stranger,4.4,Bad,PC,Strategy,2008,4,29
Summer Sports: Paradise Island,4.4,Bad,Wii,"Sports, Compilation",2008,4,29
Syberia,4.4,Bad,Nintendo DS,Adventure,2008,12,22
Torino 2006,4.4,Bad,PC,Sports,2006,1,26
Torino 2006,4.4,Bad,PlayStation 2,Sports,2006,1,23
Torino 2006,4.4,Bad,Xbox,Sports,2006,1,23
Winback 2: Project Poseidon,4.4,Bad,Xbox,Action,2006,4,25
Winback 2: Project Poseidon,4.4,Bad,PlayStation 2,Action,2006,4,25
Alien Blast: The Encounter,4.3,Bad,PC,Shooter,2004,2,23
Amazons & Aliens,4.3,Bad,PC,Strategy,2000,11,20
Army Men: Green Rogue,4.3,Bad,PlayStation 2,Shooter,2001,3,20
Brave: A Warrior's Tale,4.3,Bad,Wii,"Action, Adventure",2009,8,13
Brave: A Warrior's Tale,4.3,Bad,Xbox 360,"Action, Adventure",2009,8,11
Breeders' Cup World Thoroughbred Championships,4.3,Bad,Xbox,Sports,2005,10,12
Breeders' Cup World Thoroughbred Championships,4.3,Bad,PlayStation 2,Sports,2005,10,12
Bubble Bobble Evolution,4.3,Bad,PlayStation Portable,Action,2007,2,26
Cool Boarders,4.3,Bad,PlayStation Portable,Sports,2007,2,20
Dai Senryaku VII: Modern Military Tactics Exceed,4.3,Bad,PlayStation 2,Strategy,2008,1,9
Death Crimson OX,4.3,Bad,Dreamcast,Action,2001,8,22
Defender of the Crown,4.3,Bad,Wireless,Strategy,2005,1,10
Evolution Skateboarding,4.3,Bad,GameCube,Sports,2002,12,17
Ford Racing,4.3,Bad,PlayStation,Racing,2001,4,5
Harry Potter and the Half-Blood Prince,4.3,Bad,PlayStation Portable,Action,2009,6,30
Harry Potter and the Half-Blood Prince,4.3,Bad,Nintendo DS,Action,2009,6,30
Heaven & Hell,4.3,Bad,PC,Strategy,2003,9,24
Helix,4.3,Bad,Wii,Music,2008,8,28
KO,4.3,Bad,PC,Sports,1999,9,20
Madagascar: Escape 2 Africa,4.3,Bad,PC,Platformer,2008,11,17
Merv Griffin's Crosswords,4.3,Bad,Wii,Puzzle,2008,12,19
Mike Tyson Boxing,4.3,Bad,PlayStation,Sports,2000,10,23
My Horse & Me,4.3,Bad,Nintendo DS,Simulation,2008,2,11
NBA Live 14,4.3,Bad,Xbox One,Sports,2013,11,19
NBA Live 14,4.3,Bad,PlayStation 4,Sports,2013,11,19
Polaris SnoCross,4.3,Bad,Nintendo 64,Racing,2001,1,25
Rampart,4.3,Bad,PlayStation 3,Strategy,2007,5,21
Rise of the Triad,4.3,Bad,PC,Shooter,2013,8,6
Robot Arena,4.3,Bad,PC,Action,2001,5,10
Sensible Soccer '98,4.3,Bad,PC,Sports,1998,8,31
Shaky Summit,4.3,Bad,iPhone,Action,2008,10,15
Shattered Suns,4.3,Bad,PC,Strategy,2008,12,22
Sonic Boom: Rise of Lyric,4.3,Bad,Wii U,Platformer,2014,11,14
South Park: Chef's Luv Shack,4.3,Bad,Dreamcast,Other,1999,11,22
The Game of Life: SpongeBob SquarePants Edition,4.3,Bad,PC,Board,2008,9,10
The Legend of Alon D'ar,4.3,Bad,PlayStation 2,RPG,2001,12,20
Twin Sector,4.3,Bad,PC,Action,2010,1,12
War Gods,4.3,Bad,Nintendo 64,Fighting,1997,5,29
X Rebirth,4.3,Bad,PC,Simulation,2013,12,2
007 Legends,4.2,Bad,Wii U,Action,2013,1,14
24: The Game,4.2,Bad,PlayStation 2,Action,2006,3,2
Aidyn Chronicles: The First Mage,4.2,Bad,Nintendo 64,RPG,2001,4,17
Apollo 18: The Moon Missions,4.2,Bad,PC,Simulation,1999,5,24
Braveheart,4.2,Bad,PC,Strategy,1999,8,25
California Speed,4.2,Bad,Nintendo 64,Racing,1999,3,19
Car Tycoon,4.2,Bad,PC,Strategy,2002,1,25
Dirt 2,4.2,Bad,PlayStation Portable,Racing,2009,9,8
Dreamkiller,4.2,Bad,PC,Shooter,2009,10,22
Ephemeral Fantasia,4.2,Bad,PlayStation 2,RPG,2001,7,13
FIFA Soccer 64,4.2,Bad,Nintendo 64,Sports,1997,4,1
Formula One '99,4.2,Bad,PC,Racing,2000,5,30
Gold and Glory: The Road to El Dorado,4.2,Bad,PC,Adventure,2001,1,30
Gunpey,4.2,Bad,PlayStation Portable,Puzzle,2006,11,14
Legend of the North: Konung,4.2,Bad,PC,RPG,2001,2,15
Lux-Pain,4.2,Bad,Nintendo DS,Adventure,2009,3,24
Monster 4X4 World Circuit,4.2,Bad,Xbox,Racing,2006,4,7
Nagano Winter Olympics '98,4.2,Bad,Nintendo 64,Sports,1998,2,4
New World Order,4.2,Bad,PC,Shooter,2003,4,4
Nicktoons: Battle for Volcano Island,4.2,Bad,PlayStation 2,Action,2006,11,3
Seventh Cross,4.2,Bad,Dreamcast,Simulation,2000,1,7
"SnoCross 2 Featuring ""Air"" Blair Morgan",4.2,Bad,PlayStation 2,Racing,2007,2,7
Sonic Riders,4.2,Bad,PC,"Racing, Action",2006,12,12
Sonic the Hedgehog,4.2,Bad,PlayStation 3,Platformer,2007,2,7
South Park Rally,4.2,Bad,Dreamcast,Racing,2000,7,5
Sprint Car Racing,4.2,Bad,PC,Racing,2000,10,11
Star Trek: The Game,4.2,Bad,PC,Action,2013,4,26
Star Trek: The Game,4.2,Bad,Xbox 360,Action,2013,4,26
Star Trek: The Game,4.2,Bad,PlayStation 3,Action,2013,4,26
Supercross 2000,4.2,Bad,PlayStation,Racing,1999,11,19
The Legend of Korra,4.2,Bad,Xbox One,Action,2014,10,21
The Legend of Lotus Spring,4.2,Bad,PC,Puzzle,2000,4,24
The Punisher: No Mercy,4.2,Bad,PlayStation 3,Action,2009,7,6
Transformers: Revenge of the Fallen,4.2,Bad,PlayStation 2,Action,2009,6,24
Transformers: Revenge of the Fallen,4.2,Bad,Wii,Action,2009,6,24
Wacky Races: Crash & Dash,4.2,Bad,Nintendo DS,Racing,2008,7,2
Wham-o Frisbee Golf,4.2,Bad,PC,Sports,2000,7,28
You're in the Movies,4.2,Bad,Xbox 360,Action,2008,11,17
AND 1 Streetball,4.1,Bad,Xbox,"Sports, Action",2006,6,8
AND 1 Streetball,4.1,Bad,PlayStation 2,"Sports, Action",2006,6,8
Boogie Bunnies,4.1,Bad,Xbox 360,"Puzzle, Action",2008,1,15
CTU: Marine Sharpshooter,4.1,Bad,PC,Shooter,2003,4,7
Cash Guns Chaos DLX,4.1,Bad,PlayStation 3,Shooter,2006,11,22
Conflict Zone: Modern War Strategy,4.1,Bad,PlayStation 2,Strategy,2002,11,26
Corvette Evolution GT,4.1,Bad,PlayStation 2,Racing,2006,11,27
Curse You! Red Baron,4.1,Bad,PC,Simulation,1999,8,5
Deep Raider,4.1,Bad,PC,Action,2000,10,25
Dynamite Cop,4.1,Bad,Dreamcast,Action,1999,11,2
F1 Pole Position 64,4.1,Bad,Nintendo 64,Racing,1997,10,24
Family Guy,4.1,Bad,PlayStation 2,"Action, Adventure",2006,10,24
Family Guy,4.1,Bad,PlayStation Portable,Action,2006,10,24
Family Guy,4.1,Bad,Xbox,"Action, Adventure",2006,10,24
Fight Club 3D,4.1,Bad,Wireless,Fighting,2006,2,2
Incoming!,4.1,Bad,Wii,Action,2009,7,16
Leisure Suit Larry Reloaded,4.1,Bad,PC,"Adventure, Adult",2013,7,10
Mortal Kombat Trilogy,4.1,Bad,Nintendo 64,Fighting,1996,11,20
Page Chronica,4.1,Bad,PlayStation 3,Puzzle,2012,12,14
Perfect Ace: Pro Tournament Tennis,4.1,Bad,PC,Sports,2003,7,28
Pet Pals: Animal Doctor,4.1,Bad,Wii,Virtual Pet,2008,12,3
Rock Revolution,4.1,Bad,Nintendo DS,Music,2008,11,4
Run Like Hell [2002],4.1,Bad,Xbox,Action,2003,4,4
Spider-Man 2 3D: NY Subway,4.1,Bad,Wireless,Action,2005,4,20
Virtua Striker 2,4.1,Bad,Dreamcast,Sports,2000,3,20
Winter Sports 2: The Next Challenge,4.1,Bad,Nintendo DS,Sports,2009,1,12
Zapper: One Wicked Cricket,4.1,Bad,Xbox,Adventure,2002,10,3
.deTuned,4.0,Bad,PlayStation 3,Other,2009,10,16
0 Day: Attack on Earth,4.0,Bad,Xbox 360,Shooter,2010,1,5
007: Top Agent,4.0,Bad,iPhone,Shooter,2010,1,14
10-Pin Bowling,4.0,Bad,Game Boy Color,Sports,1999,10,4
A Bug's Life,4.0,Bad,PlayStation,Platformer,1998,11,19
A Collection of Intellivision Classic Games,4.0,Bad,PlayStation,Action,1999,10,22
Advanced Dungeons & Dragons: Iron & Blood -- Warriors of Ravenloft,4.0,Bad,PlayStation,Fighting,1996,11,25
AirForce Delta,4.0,Bad,Game Boy Color,Action,2000,11,8
Airport Tycoon 3,4.0,Bad,PC,Simulation,2004,2,5
Alex Rider: Stormbreaker,4.0,Bad,Nintendo DS,Action,2006,10,12
Alfa Romeo Racing Italiano,4.0,Bad,PlayStation 2,Racing,2006,7,17
Alone in the Dark: The New Nightmare,4.0,Bad,Game Boy Color,Adventure,2001,7,6
Altered Beast,4.0,Bad,Arcade,"Fighting, Action",2009,9,28
Altered Beast (Arcade),4.0,Bad,Wii,Action,2009,9,28
American Idol,4.0,Bad,PlayStation 2,Music,2003,11,19
Another World: 20th Anniversary Edition,4.0,Bad,PlayStation Vita,Adventure,2014,7,11
Another World: 20th Anniversary Edition,4.0,Bad,PlayStation 3,Adventure,2014,7,11
Another World: 20th Anniversary Edition,4.0,Bad,PlayStation 4,Adventure,2014,7,11
Arcade QB Pass Attack,4.0,Bad,iPhone,Sports,2009,1,30
Arcade Sports,4.0,Bad,Wii,Sports,2010,7,14
Are You Smarter Than A 5th Grader? Game Time,4.0,Bad,Wii,Trivia,2009,11,12
Are You Smarter Than A 5th Grader? Game Time,4.0,Bad,Nintendo DS,Trivia,2009,11,12
Are You Smarter Than A 5th Grader? Game Time,4.0,Bad,Xbox 360,Trivia,2009,11,10
Army Men,4.0,Bad,PC,Action,1998,7,31
Army Men: World War,4.0,Bad,PC,Action,2000,6,20
Astro Boy [2004],4.0,Bad,PlayStation 2,Action,2004,8,26
Astro Boy: The Video Game,4.0,Bad,Nintendo DS,Action,2009,10,28
Attack of the Movies 3D,4.0,Bad,Xbox 360,Action,2010,5,26
B-17:  Fortress in the Sky,4.0,Bad,Nintendo DS,"Flight, Action",2007,8,6
B-Boy,4.0,Bad,PlayStation 2,Music,2008,8,18
BCT Commander,4.0,Bad,PC,Strategy,2002,8,12
Baby Pals,4.0,Bad,Nintendo DS,Party,2008,1,10
BackTrack,4.0,Bad,Game Boy Advance,Shooter,2001,11,1
Backyard Hockey,4.0,Bad,Nintendo DS,Sports,2007,10,18
Barbie Horse Adventures: Wild Horse Rescue,4.0,Bad,Xbox,Adventure,2003,12,9
Barbie Horse Adventures: Wild Horse Rescue,4.0,Bad,PlayStation 2,Adventure,2003,12,5
Barbie as The Island Princess,4.0,Bad,PlayStation 2,Adventure,2008,1,16
Barbie as The Island Princess,4.0,Bad,PC,Party,2008,1,31
Basketbrawl,4.0,Bad,Lynx,"Sports, Action",1999,6,30
Bassmasters Classic,4.0,Bad,Game Boy Color,Hunting,1999,11,12
Ben 10: Alien Force,4.0,Bad,PlayStation 2,Action,2008,11,7
Ben 10: Alien Force,4.0,Bad,Wii,Action,2008,11,7
Ben 10: Alien Force,4.0,Bad,PlayStation Portable,Action,2008,11,7
Beowulf: The Game,4.0,Bad,PC,Action,2007,11,16
Beowulf: The Game,4.0,Bad,PlayStation 3,Action,2007,11,14
Beowulf: The Game,4.0,Bad,Xbox 360,Action,2007,11,14
Beyblade: Metal Fusion,4.0,Bad,Nintendo DS,Action,2010,11,23
Beyond The Beyond,4.0,Bad,PlayStation,RPG,1996,11,21
Big Kahuna Party,4.0,Bad,Wii,Adventure,2008,12,15
Bio F.R.E.A.K.S.,4.0,Bad,PC,Action,1998,8,13
Bloodforge,4.0,Bad,Xbox 360,Action,2012,4,23
Bloons,4.0,Bad,Nintendo DSi,Action,2010,5,6
Bomberman (Classic NES Series),4.0,Bad,Game Boy Advance,Action,2004,6,4
Bratz: Super Babyz,4.0,Bad,Nintendo DS,Simulation,2008,3,14
Bravo Air Race,4.0,Bad,PlayStation,Racing,1997,10,9
Break Tactics,4.0,Bad,Nintendo DSi,Strategy,2011,9,22
Brunswick Pro Bowling,4.0,Bad,PlayStation 3,Sports,2010,9,30
Buffy the Vampire Slayer: Wrath of the Darkhul King,4.0,Bad,Game Boy Advance,Action,2003,8,5
Bullet Witch,4.0,Bad,Xbox 360,Action,2007,2,27
Buzz Lightyear of Star Command,4.0,Bad,Game Boy Color,Action,2000,12,1
